Date,Country,Import Volumn
2020 Aug,Czech Republic(Thousand Dollars),46974
2020 Aug,Cyprus(Thousand Dollars),1140
2020 Aug,Cook Islands(Thousand Dollars),0
2020 Aug,Commonwealth Of Independent States(Thousand Dollars),111769
2020 Aug,Colombia(Thousand Dollars),667
2020 Aug,Cocos (Keeling) Islands(Thousand Dollars),2
2020 Aug,Chile(Thousand Dollars),4721
2020 Aug,Canada(Thousand Dollars),149755
2020 Aug,Cambodia(Thousand Dollars),632266
2020 Aug,Brunei Darussalam(Thousand Dollars),36769
2020 Aug,Brazil(Thousand Dollars),204266
2020 Aug,Bermuda(Thousand Dollars),0
2020 Aug,Belgium(Thousand Dollars),99286
2020 Aug,Bangladesh(Thousand Dollars),15842
2020 Aug,Bahrain(Thousand Dollars),51275
2020 Aug,Bahamas(Thousand Dollars),6173
2020 Aug,Austria(Thousand Dollars),62639
2020 Aug,Australia(Thousand Dollars),457100
2020 Aug,Asia(Million Dollars),26052.3
2020 Aug,Argentina(Thousand Dollars),5407
2020 Aug,Anguilla(Thousand Dollars),8
2020 Aug,America(Million Dollars),4132
2020 Aug,Africa(Million Dollars),476.5
2020 Aug,Afghanistan(Thousand Dollars),38
2020 Dec,Yemen(Thousand Dollars),855
2020 Dec,Yemen Democratic(Thousand Dollars),0
2020 Dec,Wallis & Fatuna Islands(Thousand Dollars),94
2020 Dec,"Vietnam, Socialist Republic Of(Thousand Dollars)",448861
2020 Dec,Venezuela(Thousand Dollars),128
2020 Dec,Uruguay(Thousand Dollars),1254
2020 Dec,United States(Thousand Dollars),3794181
2020 Dec,United Kingdom(Thousand Dollars),755324
2020 Dec,United Arab Emirates(Thousand Dollars),899563
2020 Dec,Tuvalu(Thousand Dollars),0
2020 Dec,Trinidad & Tobago(Thousand Dollars),29405
2020 Dec,Total Merchandise Imports(Thousand Dollars),40154550
2020 Dec,Thailand(Thousand Dollars),938739
2020 Dec,Taiwan(Thousand Dollars),4911663
2020 Dec,Syrian Arab Republic(Thousand Dollars),87
2020 Dec,Switzerland(Thousand Dollars),631159
2020 Dec,Sweden(Thousand Dollars),161400
2020 Dec,St Vincent & The Grenadines(Thousand Dollars),6
2020 Dec,Sri Lanka(Thousand Dollars),23637
2020 Dec,Spain(Thousand Dollars),122939
2020 Dec,South Sudan(Thousand Dollars),0
2020 Dec,Solomon Islands(Thousand Dollars),248
2020 Dec,Slovenia(Thousand Dollars),4797
2020 Dec,Slovak Republic (Slovakia)(Thousand Dollars),13720
2020 Dec,Saudi Arabia(Thousand Dollars),718909
2020 Dec,Republic Of Korea(Thousand Dollars),2111471
2020 Dec,Qatar(Thousand Dollars),205269
2020 Dec,Puerto Rico(Thousand Dollars),15952
2020 Dec,Portugal(Thousand Dollars),37606
2020 Dec,Poland(Thousand Dollars),57325
2020 Dec,Philippines(Thousand Dollars),818118
2020 Dec,Peru(Thousand Dollars),3387
2020 Dec,Paraguay(Thousand Dollars),127
2020 Dec,Papua New Guinea(Thousand Dollars),11259
2020 Dec,Panama(Thousand Dollars),193
2020 Dec,Palau(Thousand Dollars),0
2020 Dec,Pakistan(Thousand Dollars),8647
2020 Dec,Other Countries In Oceania(Thousand Dollars),3960
2020 Dec,Other Countries In America(Thousand Dollars),33069
2020 Dec,Oman(Thousand Dollars),114288
2020 Dec,Oceania(Million Dollars),540.9
2020 Dec,Norway(Thousand Dollars),109334
2020 Dec,Norfolk Island(Thousand Dollars),0
2020 Dec,Niue(Thousand Dollars),0
2020 Dec,New Zealand(Thousand Dollars),92235
2020 Dec,New Caledonia(Thousand Dollars),42
2020 Dec,Netherlands(Thousand Dollars),257892
2020 Dec,Netherlands Antilles(Thousand Dollars),89
2020 Dec,Nepal(Thousand Dollars),1298
2020 Dec,Nauru(Thousand Dollars),48
2020 Dec,Myanmar(Thousand Dollars),10474
2020 Dec,Micronesia(Thousand Dollars),0
2020 Dec,Mexico(Thousand Dollars),217586
2020 Dec,Malta(Thousand Dollars),32239
2020 Dec,"Maldives, Republic Of(Thousand Dollars)",227
2020 Dec,Malaysia(Thousand Dollars),5226122
2020 Dec,Mainland China(Thousand Dollars),6202327
2020 Dec,Macau(Thousand Dollars),1974
2020 Dec,Luxembourg(Thousand Dollars),11891
2020 Dec,Lithuania(Thousand Dollars),7809
2020 Dec,Liechtenstein(Thousand Dollars),3105
2020 Dec,Lebanon(Thousand Dollars),104
2020 Dec,Latvia(Thousand Dollars),1887
2020 Dec,Laos People's Democratic Republic(Thousand Dollars),830
2020 Dec,Kuwait(Thousand Dollars),84802
2020 Dec,Kiribati(Thousand Dollars),0
2020 Dec,Jordan(Thousand Dollars),4383
2020 Dec,Japan(Thousand Dollars),2198919
2020 Dec,Jamaica(Thousand Dollars),116
2020 Dec,Italy(Thousand Dollars),613730
2020 Dec,Israel(Thousand Dollars),57097
2020 Dec,Ireland(Thousand Dollars),250720
2020 Dec,Iran (Islamic Republic Of)(Thousand Dollars),960
2020 Dec,Indonesia(Thousand Dollars),1455271
2020 Dec,India(Thousand Dollars),636451
2020 Dec,Hungary(Thousand Dollars),52883
2020 Dec,Hong Kong(Thousand Dollars),762767
2020 Dec,Honduras(Thousand Dollars),187
2020 Dec,Guatemala(Thousand Dollars),2526
2020 Dec,Guam(Thousand Dollars),65
2020 Dec,Grenada(Thousand Dollars),0
2020 Dec,Greece(Thousand Dollars),10429
2020 Dec,"Germany, Federal Republic Of(Thousand Dollars)",980296
2020 Dec,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Dec,French Southern Territories(Thousand Dollars),2
2020 Dec,French Polynesia(Thousand Dollars),103
2020 Dec,French Guiana(Thousand Dollars),734
2020 Dec,France(Thousand Dollars),1141603
2020 Dec,Finland(Thousand Dollars),34795
2020 Dec,Fiji(Thousand Dollars),164
2020 Dec,European Union(Million Dollars),4251.3
2020 Dec,Europe(Million Dollars),6087.4
2020 Dec,Estonia(Thousand Dollars),2410
2020 Dec,Ecuador(Thousand Dollars),3436
2020 Dec,Denmark(Thousand Dollars),143209
2020 Dec,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Dec,Czech Republic(Thousand Dollars),71090
2020 Dec,Cyprus(Thousand Dollars),1143
2020 Dec,Cook Islands(Thousand Dollars),0
2020 Dec,Commonwealth Of Independent States(Thousand Dollars),334499
2020 Dec,Colombia(Thousand Dollars),114772
2020 Dec,Cocos (Keeling) Islands(Thousand Dollars),0
2020 Dec,Chile(Thousand Dollars),6539
2020 Dec,Canada(Thousand Dollars),142990
2020 Dec,Cambodia(Thousand Dollars),29143
2020 Dec,Brunei Darussalam(Thousand Dollars),99093
2020 Dec,Brazil(Thousand Dollars),304498
2020 Dec,Bermuda(Thousand Dollars),0
2020 Dec,Belgium(Thousand Dollars),133445
2020 Dec,Bangladesh(Thousand Dollars),25556
2020 Dec,Bahrain(Thousand Dollars),1371
2020 Dec,Bahamas(Thousand Dollars),0
2020 Dec,Austria(Thousand Dollars),82619
2020 Dec,Australia(Thousand Dollars),432820
2020 Dec,Asia(Million Dollars),28200.4
2020 Dec,Argentina(Thousand Dollars),6324
2020 Dec,Anguilla(Thousand Dollars),32
2020 Dec,America(Million Dollars),4676.4
2020 Dec,Africa(Million Dollars),649.4
2020 Dec,Afghanistan(Thousand Dollars),45
2020 Feb,Yemen(Thousand Dollars),145
2020 Feb,Yemen Democratic(Thousand Dollars),0
2020 Feb,Wallis & Fatuna Islands(Thousand Dollars),0
2020 Feb,"Vietnam, Socialist Republic Of(Thousand Dollars)",570763
2020 Feb,Venezuela(Thousand Dollars),135
2020 Feb,Uruguay(Thousand Dollars),543
2020 Feb,United States(Thousand Dollars),4398257
2020 Feb,United Kingdom(Thousand Dollars),1321706
2020 Feb,United Arab Emirates(Thousand Dollars),1134202
2020 Feb,Tuvalu(Thousand Dollars),0
2020 Feb,Trinidad & Tobago(Thousand Dollars),27
2020 Feb,Total Merchandise Imports(Thousand Dollars),39472637
2020 Feb,Thailand(Thousand Dollars),1371864
2020 Feb,Taiwan(Thousand Dollars),3647659
2020 Feb,Syrian Arab Republic(Thousand Dollars),0
2020 Feb,Switzerland(Thousand Dollars),724391
2020 Feb,Sweden(Thousand Dollars),98183
2020 Feb,St Vincent & The Grenadines(Thousand Dollars),1
2020 Feb,Sri Lanka(Thousand Dollars),9415
2020 Feb,Spain(Thousand Dollars),130066
2020 Feb,South Sudan(Thousand Dollars),0
2020 Feb,Solomon Islands(Thousand Dollars),1
2020 Feb,Slovenia(Thousand Dollars),3840
2020 Feb,Slovak Republic (Slovakia)(Thousand Dollars),8328
2020 Feb,Saudi Arabia(Thousand Dollars),673261
2020 Feb,Republic Of Korea(Thousand Dollars),1927140
2020 Feb,Qatar(Thousand Dollars),1012134
2020 Feb,Puerto Rico(Thousand Dollars),9634
2020 Feb,Portugal(Thousand Dollars),25936
2020 Feb,Poland(Thousand Dollars),58527
2020 Feb,Philippines(Thousand Dollars),759531
2020 Feb,Peru(Thousand Dollars),2485
2020 Feb,Paraguay(Thousand Dollars),132
2020 Feb,Papua New Guinea(Thousand Dollars),121520
2020 Feb,Panama(Thousand Dollars),366
2020 Feb,Palau(Thousand Dollars),1
2020 Feb,Pakistan(Thousand Dollars),7837
2020 Feb,Other Countries In Oceania(Thousand Dollars),848
2020 Feb,Other Countries In America(Thousand Dollars),29091
2020 Feb,Oman(Thousand Dollars),13579
2020 Feb,Oceania(Million Dollars),694.7
2020 Feb,Norway(Thousand Dollars),71122
2020 Feb,Norfolk Island(Thousand Dollars),87
2020 Feb,Niue(Thousand Dollars),0
2020 Feb,New Zealand(Thousand Dollars),71785
2020 Feb,New Caledonia(Thousand Dollars),63
2020 Feb,Netherlands(Thousand Dollars),231398
2020 Feb,Netherlands Antilles(Thousand Dollars),43018
2020 Feb,Nepal(Thousand Dollars),271
2020 Feb,Nauru(Thousand Dollars),94
2020 Feb,Myanmar(Thousand Dollars),14314
2020 Feb,Micronesia(Thousand Dollars),2
2020 Feb,Mexico(Thousand Dollars),240158
2020 Feb,Malta(Thousand Dollars),14917
2020 Feb,"Maldives, Republic Of(Thousand Dollars)",109
2020 Feb,Malaysia(Thousand Dollars),4985932
2020 Feb,Mainland China(Thousand Dollars),3978903
2020 Feb,Macau(Thousand Dollars),2437
2020 Feb,Luxembourg(Thousand Dollars),2715
2020 Feb,Lithuania(Thousand Dollars),7184
2020 Feb,Liechtenstein(Thousand Dollars),2869
2020 Feb,Lebanon(Thousand Dollars),192
2020 Feb,Latvia(Thousand Dollars),885
2020 Feb,Laos People's Democratic Republic(Thousand Dollars),1263
2020 Feb,Kuwait(Thousand Dollars),180975
2020 Feb,Kiribati(Thousand Dollars),0
2020 Feb,Jordan(Thousand Dollars),3582
2020 Feb,Japan(Thousand Dollars),2427079
2020 Feb,Jamaica(Thousand Dollars),23
2020 Feb,Italy(Thousand Dollars),493798
2020 Feb,Israel(Thousand Dollars),100408
2020 Feb,Ireland(Thousand Dollars),106456
2020 Feb,Iran (Islamic Republic Of)(Thousand Dollars),714
2020 Feb,Indonesia(Thousand Dollars),2180859
2020 Feb,India(Thousand Dollars),601098
2020 Feb,Hungary(Thousand Dollars),25341
2020 Feb,Hong Kong(Thousand Dollars),226736
2020 Feb,Honduras(Thousand Dollars),179
2020 Feb,Guatemala(Thousand Dollars),8087
2020 Feb,Guam(Thousand Dollars),23
2020 Feb,Grenada(Thousand Dollars),0
2020 Feb,Greece(Thousand Dollars),12065
2020 Feb,"Germany, Federal Republic Of(Thousand Dollars)",1003380
2020 Feb,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Feb,French Southern Territories(Thousand Dollars),0
2020 Feb,French Polynesia(Thousand Dollars),42
2020 Feb,French Guiana(Thousand Dollars),0
2020 Feb,France(Thousand Dollars),1123010
2020 Feb,Finland(Thousand Dollars),34683
2020 Feb,Fiji(Thousand Dollars),119
2020 Feb,European Union(Million Dollars),3933.2
2020 Feb,Europe(Million Dollars),6209.6
2020 Feb,Estonia(Thousand Dollars),4914
2020 Feb,Ecuador(Thousand Dollars),2353
2020 Feb,Denmark(Thousand Dollars),124343
2020 Feb,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Feb,Czech Republic(Thousand Dollars),61038
2020 Feb,Cyprus(Thousand Dollars),1217
2020 Feb,Cook Islands(Thousand Dollars),1
2020 Feb,Commonwealth Of Independent States(Thousand Dollars),152797
2020 Feb,Colombia(Thousand Dollars),886
2020 Feb,Cocos (Keeling) Islands(Thousand Dollars),0
2020 Feb,Chile(Thousand Dollars),7339
2020 Feb,Canada(Thousand Dollars),200223
2020 Feb,Cambodia(Thousand Dollars),196936
2020 Feb,Brunei Darussalam(Thousand Dollars),242796
2020 Feb,Brazil(Thousand Dollars),331188
2020 Feb,Bermuda(Thousand Dollars),0
2020 Feb,Belgium(Thousand Dollars),176921
2020 Feb,Bangladesh(Thousand Dollars),19551
2020 Feb,Bahrain(Thousand Dollars),1087
2020 Feb,Bahamas(Thousand Dollars),37085
2020 Feb,Austria(Thousand Dollars),73180
2020 Feb,Australia(Thousand Dollars),500418
2020 Feb,Asia(Million Dollars),26588.1
2020 Feb,Argentina(Thousand Dollars),3057
2020 Feb,Anguilla(Thousand Dollars),0
2020 Feb,America(Million Dollars),5314.1
2020 Feb,Africa(Million Dollars),666.1
2020 Feb,Afghanistan(Thousand Dollars),66
2020 Jan,Yemen(Thousand Dollars),70
2020 Jan,Yemen Democratic(Thousand Dollars),0
2020 Jan,Wallis & Fatuna Islands(Thousand Dollars),8
2020 Jan,"Vietnam, Socialist Republic Of(Thousand Dollars)",381987
2020 Jan,Venezuela(Thousand Dollars),1266
2020 Jan,Uruguay(Thousand Dollars),1205
2020 Jan,United States(Thousand Dollars),4497881
2020 Jan,United Kingdom(Thousand Dollars),1104098
2020 Jan,United Arab Emirates(Thousand Dollars),816041
2020 Jan,Tuvalu(Thousand Dollars),0
2020 Jan,Trinidad & Tobago(Thousand Dollars),26
2020 Jan,Total Merchandise Imports(Thousand Dollars),41180224
2020 Jan,Thailand(Thousand Dollars),1119938
2020 Jan,Taiwan(Thousand Dollars),3571356
2020 Jan,Syrian Arab Republic(Thousand Dollars),4
2020 Jan,Switzerland(Thousand Dollars),970886
2020 Jan,Sweden(Thousand Dollars),118465
2020 Jan,St Vincent & The Grenadines(Thousand Dollars),3
2020 Jan,Sri Lanka(Thousand Dollars),8913
2020 Jan,Spain(Thousand Dollars),122480
2020 Jan,South Sudan(Thousand Dollars),1443
2020 Jan,Solomon Islands(Thousand Dollars),0
2020 Jan,Slovenia(Thousand Dollars),4095
2020 Jan,Slovak Republic (Slovakia)(Thousand Dollars),9510
2020 Jan,Saudi Arabia(Thousand Dollars),669964
2020 Jan,Republic Of Korea(Thousand Dollars),2078134
2020 Jan,Qatar(Thousand Dollars),699137
2020 Jan,Puerto Rico(Thousand Dollars),8214
2020 Jan,Portugal(Thousand Dollars),43064
2020 Jan,Poland(Thousand Dollars),50706
2020 Jan,Philippines(Thousand Dollars),730334
2020 Jan,Peru(Thousand Dollars),3375
2020 Jan,Paraguay(Thousand Dollars),96
2020 Jan,Papua New Guinea(Thousand Dollars),1883
2020 Jan,Panama(Thousand Dollars),691
2020 Jan,Palau(Thousand Dollars),0
2020 Jan,Pakistan(Thousand Dollars),7491
2020 Jan,Other Countries In Oceania(Thousand Dollars),2103
2020 Jan,Other Countries In America(Thousand Dollars),29935
2020 Jan,Oman(Thousand Dollars),57540
2020 Jan,Oceania(Million Dollars),819.7
2020 Jan,Norway(Thousand Dollars),58705
2020 Jan,Norfolk Island(Thousand Dollars),89
2020 Jan,Niue(Thousand Dollars),0
2020 Jan,New Zealand(Thousand Dollars),121022
2020 Jan,New Caledonia(Thousand Dollars),30
2020 Jan,Netherlands(Thousand Dollars),283975
2020 Jan,Netherlands Antilles(Thousand Dollars),32
2020 Jan,Nepal(Thousand Dollars),1957
2020 Jan,Nauru(Thousand Dollars),4
2020 Jan,Myanmar(Thousand Dollars),16270
2020 Jan,Micronesia(Thousand Dollars),0
2020 Jan,Mexico(Thousand Dollars),276701
2020 Jan,Malta(Thousand Dollars),42930
2020 Jan,"Maldives, Republic Of(Thousand Dollars)",89
2020 Jan,Malaysia(Thousand Dollars),4979254
2020 Jan,Mainland China(Thousand Dollars),5469816
2020 Jan,Macau(Thousand Dollars),1000
2020 Jan,Luxembourg(Thousand Dollars),9204
2020 Jan,Lithuania(Thousand Dollars),22159
2020 Jan,Liechtenstein(Thousand Dollars),2822
2020 Jan,Lebanon(Thousand Dollars),176
2020 Jan,Latvia(Thousand Dollars),1331
2020 Jan,Laos People's Democratic Republic(Thousand Dollars),525
2020 Jan,Kuwait(Thousand Dollars),402328
2020 Jan,Kiribati(Thousand Dollars),0
2020 Jan,Jordan(Thousand Dollars),2477
2020 Jan,Japan(Thousand Dollars),2138871
2020 Jan,Jamaica(Thousand Dollars),94
2020 Jan,Italy(Thousand Dollars),512050
2020 Jan,Israel(Thousand Dollars),63270
2020 Jan,Ireland(Thousand Dollars),87483
2020 Jan,Iran (Islamic Republic Of)(Thousand Dollars),335
2020 Jan,Indonesia(Thousand Dollars),1736989
2020 Jan,India(Thousand Dollars),818894
2020 Jan,Hungary(Thousand Dollars),24246
2020 Jan,Hong Kong(Thousand Dollars),391417
2020 Jan,Honduras(Thousand Dollars),249
2020 Jan,Guatemala(Thousand Dollars),1663
2020 Jan,Guam(Thousand Dollars),33
2020 Jan,Grenada(Thousand Dollars),5
2020 Jan,Greece(Thousand Dollars),10275
2020 Jan,"Germany, Federal Republic Of(Thousand Dollars)",1127285
2020 Jan,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Jan,French Southern Territories(Thousand Dollars),0
2020 Jan,French Polynesia(Thousand Dollars),64
2020 Jan,French Guiana(Thousand Dollars),7
2020 Jan,France(Thousand Dollars),1491370
2020 Jan,Finland(Thousand Dollars),29925
2020 Jan,Fiji(Thousand Dollars),265
2020 Jan,European Union(Million Dollars),4370.9
2020 Jan,Europe(Million Dollars),6859.7
2020 Jan,Estonia(Thousand Dollars),4433
2020 Jan,Ecuador(Thousand Dollars),2066
2020 Jan,Denmark(Thousand Dollars),84860
2020 Jan,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Jan,Czech Republic(Thousand Dollars),61739
2020 Jan,Cyprus(Thousand Dollars),1040
2020 Jan,Cook Islands(Thousand Dollars),6
2020 Jan,Commonwealth Of Independent States(Thousand Dollars),354678
2020 Jan,Colombia(Thousand Dollars),33246
2020 Jan,Cocos (Keeling) Islands(Thousand Dollars),113
2020 Jan,Chile(Thousand Dollars),7693
2020 Jan,Canada(Thousand Dollars),568765
2020 Jan,Cambodia(Thousand Dollars),17055
2020 Jan,Brunei Darussalam(Thousand Dollars),278270
2020 Jan,Brazil(Thousand Dollars),404695
2020 Jan,Bermuda(Thousand Dollars),81
2020 Jan,Belgium(Thousand Dollars),124193
2020 Jan,Bangladesh(Thousand Dollars),51163
2020 Jan,Bahrain(Thousand Dollars),654
2020 Jan,Bahamas(Thousand Dollars),0
2020 Jan,Austria(Thousand Dollars),80100
2020 Jan,Australia(Thousand Dollars),695463
2020 Jan,Asia(Million Dollars),27128.1
2020 Jan,Argentina(Thousand Dollars),6161
2020 Jan,Anguilla(Thousand Dollars),3
2020 Jan,America(Million Dollars),5844.1
2020 Jan,Africa(Million Dollars),528.6
2020 Jan,Afghanistan(Thousand Dollars),7
2020 Jul,Yemen(Thousand Dollars),67
2020 Jul,Yemen Democratic(Thousand Dollars),0
2020 Jul,Wallis & Fatuna Islands(Thousand Dollars),0
2020 Jul,"Vietnam, Socialist Republic Of(Thousand Dollars)",368501
2020 Jul,Venezuela(Thousand Dollars),29
2020 Jul,Uruguay(Thousand Dollars),1695
2020 Jul,United States(Thousand Dollars),3815609
2020 Jul,United Kingdom(Thousand Dollars),830637
2020 Jul,United Arab Emirates(Thousand Dollars),384810
2020 Jul,Tuvalu(Thousand Dollars),1
2020 Jul,Trinidad & Tobago(Thousand Dollars),50
2020 Jul,Total Merchandise Imports(Thousand Dollars),37843646
2020 Jul,Thailand(Thousand Dollars),1205586
2020 Jul,Taiwan(Thousand Dollars),4299946
2020 Jul,Syrian Arab Republic(Thousand Dollars),0
2020 Jul,Switzerland(Thousand Dollars),726897
2020 Jul,Sweden(Thousand Dollars),123624
2020 Jul,St Vincent & The Grenadines(Thousand Dollars),4
2020 Jul,Sri Lanka(Thousand Dollars),16097
2020 Jul,Spain(Thousand Dollars),116899
2020 Jul,South Sudan(Thousand Dollars),0
2020 Jul,Solomon Islands(Thousand Dollars),398
2020 Jul,Slovenia(Thousand Dollars),6289
2020 Jul,Slovak Republic (Slovakia)(Thousand Dollars),8090
2020 Jul,Saudi Arabia(Thousand Dollars),455710
2020 Jul,Republic Of Korea(Thousand Dollars),1808738
2020 Jul,Qatar(Thousand Dollars),232299
2020 Jul,Puerto Rico(Thousand Dollars),7209
2020 Jul,Portugal(Thousand Dollars),39276
2020 Jul,Poland(Thousand Dollars),38295
2020 Jul,Philippines(Thousand Dollars),973394
2020 Jul,Peru(Thousand Dollars),2521
2020 Jul,Paraguay(Thousand Dollars),126
2020 Jul,Papua New Guinea(Thousand Dollars),10878
2020 Jul,Panama(Thousand Dollars),67
2020 Jul,Palau(Thousand Dollars),0
2020 Jul,Pakistan(Thousand Dollars),5407
2020 Jul,Other Countries In Oceania(Thousand Dollars),2701
2020 Jul,Other Countries In America(Thousand Dollars),84917
2020 Jul,Oman(Thousand Dollars),79909
2020 Jul,Oceania(Million Dollars),493.1
2020 Jul,Norway(Thousand Dollars),55228
2020 Jul,Norfolk Island(Thousand Dollars),12
2020 Jul,Niue(Thousand Dollars),0
2020 Jul,New Zealand(Thousand Dollars),98929
2020 Jul,New Caledonia(Thousand Dollars),171
2020 Jul,Netherlands(Thousand Dollars),252322
2020 Jul,Netherlands Antilles(Thousand Dollars),2
2020 Jul,Nepal(Thousand Dollars),1245
2020 Jul,Nauru(Thousand Dollars),71
2020 Jul,Myanmar(Thousand Dollars),25111
2020 Jul,Micronesia(Thousand Dollars),0
2020 Jul,Mexico(Thousand Dollars),262102
2020 Jul,Malta(Thousand Dollars),19717
2020 Jul,"Maldives, Republic Of(Thousand Dollars)",5
2020 Jul,Malaysia(Thousand Dollars),5094878
2020 Jul,Mainland China(Thousand Dollars),5539168
2020 Jul,Macau(Thousand Dollars),471
2020 Jul,Luxembourg(Thousand Dollars),29389
2020 Jul,Lithuania(Thousand Dollars),7116
2020 Jul,Liechtenstein(Thousand Dollars),2505
2020 Jul,Lebanon(Thousand Dollars),3032
2020 Jul,Latvia(Thousand Dollars),1671
2020 Jul,Laos People's Democratic Republic(Thousand Dollars),35564
2020 Jul,Kuwait(Thousand Dollars),402610
2020 Jul,Kiribati(Thousand Dollars),0
2020 Jul,Jordan(Thousand Dollars),8999
2020 Jul,Japan(Thousand Dollars),1955997
2020 Jul,Jamaica(Thousand Dollars),20
2020 Jul,Italy(Thousand Dollars),382371
2020 Jul,Israel(Thousand Dollars),67784
2020 Jul,Ireland(Thousand Dollars),104004
2020 Jul,Iran (Islamic Republic Of)(Thousand Dollars),513
2020 Jul,Indonesia(Thousand Dollars),1602915
2020 Jul,India(Thousand Dollars),737581
2020 Jul,Hungary(Thousand Dollars),34092
2020 Jul,Hong Kong(Thousand Dollars),528709
2020 Jul,Honduras(Thousand Dollars),69
2020 Jul,Guatemala(Thousand Dollars),3802
2020 Jul,Guam(Thousand Dollars),17
2020 Jul,Grenada(Thousand Dollars),0
2020 Jul,Greece(Thousand Dollars),11655
2020 Jul,"Germany, Federal Republic Of(Thousand Dollars)",1061128
2020 Jul,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Jul,French Southern Territories(Thousand Dollars),323
2020 Jul,French Polynesia(Thousand Dollars),230
2020 Jul,French Guiana(Thousand Dollars),1008
2020 Jul,France(Thousand Dollars),1088034
2020 Jul,Finland(Thousand Dollars),44018
2020 Jul,Fiji(Thousand Dollars),171
2020 Jul,European Union(Million Dollars),3735.5
2020 Jul,Europe(Million Dollars),5475.3
2020 Jul,Estonia(Thousand Dollars),1948
2020 Jul,Ecuador(Thousand Dollars),2131
2020 Jul,Denmark(Thousand Dollars),95598
2020 Jul,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Jul,Czech Republic(Thousand Dollars),72329
2020 Jul,Cyprus(Thousand Dollars),1225
2020 Jul,Cook Islands(Thousand Dollars),153
2020 Jul,Commonwealth Of Independent States(Thousand Dollars),121840
2020 Jul,Colombia(Thousand Dollars),8215
2020 Jul,Cocos (Keeling) Islands(Thousand Dollars),17
2020 Jul,Chile(Thousand Dollars),5680
2020 Jul,Canada(Thousand Dollars),186771
2020 Jul,Cambodia(Thousand Dollars),683841
2020 Jul,Brunei Darussalam(Thousand Dollars),25927
2020 Jul,Brazil(Thousand Dollars),190282
2020 Jul,Bermuda(Thousand Dollars),2
2020 Jul,Belgium(Thousand Dollars),102317
2020 Jul,Bangladesh(Thousand Dollars),23266
2020 Jul,Bahrain(Thousand Dollars),71381
2020 Jul,Bahamas(Thousand Dollars),63061
2020 Jul,Austria(Thousand Dollars),74273
2020 Jul,Australia(Thousand Dollars),380570
2020 Jul,Asia(Million Dollars),26767.4
2020 Jul,Argentina(Thousand Dollars),33559
2020 Jul,Anguilla(Thousand Dollars),3
2020 Jul,America(Million Dollars),4667.3
2020 Jul,Africa(Million Dollars),440.6
2020 Jul,Afghanistan(Thousand Dollars),11
2020 Jun,Yemen(Thousand Dollars),557
2020 Jun,Yemen Democratic(Thousand Dollars),0
2020 Jun,Wallis & Fatuna Islands(Thousand Dollars),0
2020 Jun,"Vietnam, Socialist Republic Of(Thousand Dollars)",312667
2020 Jun,Venezuela(Thousand Dollars),34
2020 Jun,Uruguay(Thousand Dollars),1849
2020 Jun,United States(Thousand Dollars),3825437
2020 Jun,United Kingdom(Thousand Dollars),739542
2020 Jun,United Arab Emirates(Thousand Dollars),318246
2020 Jun,Tuvalu(Thousand Dollars),29
2020 Jun,Trinidad & Tobago(Thousand Dollars),609
2020 Jun,Total Merchandise Imports(Thousand Dollars),35120892
2020 Jun,Thailand(Thousand Dollars),801372
2020 Jun,Taiwan(Thousand Dollars),4333513
2020 Jun,Syrian Arab Republic(Thousand Dollars),1
2020 Jun,Switzerland(Thousand Dollars),560427
2020 Jun,Sweden(Thousand Dollars),125208
2020 Jun,St Vincent & The Grenadines(Thousand Dollars),0
2020 Jun,Sri Lanka(Thousand Dollars),5687
2020 Jun,Spain(Thousand Dollars),90908
2020 Jun,South Sudan(Thousand Dollars),0
2020 Jun,Solomon Islands(Thousand Dollars),0
2020 Jun,Slovenia(Thousand Dollars),4166
2020 Jun,Slovak Republic (Slovakia)(Thousand Dollars),6745
2020 Jun,Saudi Arabia(Thousand Dollars),405429
2020 Jun,Republic Of Korea(Thousand Dollars),1506803
2020 Jun,Qatar(Thousand Dollars),292131
2020 Jun,Puerto Rico(Thousand Dollars),7998
2020 Jun,Portugal(Thousand Dollars),40270
2020 Jun,Poland(Thousand Dollars),40937
2020 Jun,Philippines(Thousand Dollars),889759
2020 Jun,Peru(Thousand Dollars),1455
2020 Jun,Paraguay(Thousand Dollars),169
2020 Jun,Papua New Guinea(Thousand Dollars),51298
2020 Jun,Panama(Thousand Dollars),162
2020 Jun,Palau(Thousand Dollars),0
2020 Jun,Pakistan(Thousand Dollars),3077
2020 Jun,Other Countries In Oceania(Thousand Dollars),1257
2020 Jun,Other Countries In America(Thousand Dollars),15341
2020 Jun,Oman(Thousand Dollars),2561
2020 Jun,Oceania(Million Dollars),456.4
2020 Jun,Norway(Thousand Dollars),94930
2020 Jun,Norfolk Island(Thousand Dollars),89
2020 Jun,Niue(Thousand Dollars),0
2020 Jun,New Zealand(Thousand Dollars),73899
