Date,Country,Export,Category
2019 Nov,"Maldives, Republic Of(Thousand Dollars)",24296,Export
2019 Nov,Malaysia(Thousand Dollars),5188332,Export
2019 Nov,Mainland China(Thousand Dollars),6333733,Export
2019 Nov,Macau(Thousand Dollars),16576,Export
2019 Nov,Luxembourg(Thousand Dollars),11691,Export
2019 Nov,Lithuania(Thousand Dollars),6362,Export
2019 Nov,Lebanon(Thousand Dollars),1585,Export
2019 Nov,Latvia(Thousand Dollars),3412,Export
2019 Nov,Laos People's Democratic Republic(Thousand Dollars),11092,Export
2019 Nov,Kuwait(Thousand Dollars),16687,Export
2019 Nov,Jordan(Thousand Dollars),5320,Export
2019 Nov,Japan(Thousand Dollars),2012453,Export
2019 Nov,Italy(Thousand Dollars),63034,Export
2019 Nov,Israel(Thousand Dollars),96976,Export
2019 Nov,Ireland(Thousand Dollars),37105,Export
2019 Nov,Iran (Islamic Republic Of)(Thousand Dollars),2267,Export
2019 Nov,Indonesia(Thousand Dollars),3305525,Export
2019 Nov,India(Thousand Dollars),1281217,Export
2019 Nov,Hungary(Thousand Dollars),39777,Export
2019 Nov,Hong Kong(Thousand Dollars),5305273,Export
2019 Nov,Guam(Thousand Dollars),39933,Export
2019 Nov,Greece(Thousand Dollars),89984,Export
2019 Nov,"Germany, Federal Republic Of(Thousand Dollars)",581154,Export
2019 Nov,"Germany, Democratic Republic Of(Thousand Dollars)",0,Export
2019 Nov,French Polynesia(Thousand Dollars),3309,Export
2019 Nov,France(Thousand Dollars),435599,Export
2019 Nov,Finland(Thousand Dollars),8521,Export
2019 Nov,Fiji(Thousand Dollars),34525,Export
2019 Nov,European Union(Million Dollars),3288.8,Export
2019 Nov,Europe(Million Dollars),4173.3,Export
2019 Nov,Estonia(Thousand Dollars),411,Export
2019 Nov,Ecuador(Thousand Dollars),10809,Export
2019 Nov,Denmark(Thousand Dollars),11415,Export
2019 Nov,Democratic People's Republic Of Korea(Thousand Dollars),0,Export
2019 Nov,Czech Republic(Thousand Dollars),43470,Export
2019 Nov,Cyprus(Thousand Dollars),33950,Export
2019 Nov,Colombia(Thousand Dollars),18540,Export
2019 Nov,Chile(Thousand Dollars),10514,Export
2019 Nov,Canada(Thousand Dollars),85623,Export
2019 Nov,Cambodia(Thousand Dollars),434454,Export
2019 Nov,Brunei Darussalam(Thousand Dollars),124789,Export
2019 Nov,Brazil(Thousand Dollars),150256,Export
2019 Nov,Belgium(Thousand Dollars),553449,Export
2019 Nov,Bangladesh(Thousand Dollars),275683,Export
2019 Nov,Bahrain(Thousand Dollars),37357,Export
2019 Nov,Austria(Thousand Dollars),21750,Export
2019 Nov,Australia(Thousand Dollars),1307379,Export
2019 Nov,Asia(Million Dollars),34252.7,Export
2019 Nov,Argentina(Thousand Dollars),11638,Export
2019 Nov,America(Million Dollars),4822.3,Export
2019 Nov,Africa(Million Dollars),432.3,Export
2019 Nov,Afghanistan(Thousand Dollars),6804,Export
2019 Oct,Yemen(Thousand Dollars),1422,Export
2019 Oct,Yemen Democratic(Thousand Dollars),0,Export
2019 Oct,"Vietnam, Socialist Republic Of(Thousand Dollars)",1576016,Export
2019 Oct,Venezuela(Thousand Dollars),134,Export
2019 Oct,Uruguay(Thousand Dollars),3634,Export
2019 Oct,United States(Thousand Dollars),3691126,Export
2019 Oct,United Kingdom(Thousand Dollars),805061,Export
2019 Oct,United Arab Emirates(Thousand Dollars),483763,Export
2019 Oct,Total Merchandise Exports(Thousand Dollars),46828474,Export
2019 Oct,Thailand(Thousand Dollars),2011601,Export
2019 Oct,Taiwan(Thousand Dollars),2208896,Export
2019 Oct,Syrian Arab Republic(Thousand Dollars),620,Export
2019 Oct,Switzerland(Thousand Dollars),428867,Export
2019 Oct,Sweden(Thousand Dollars),21409,Export
2019 Oct,Sri Lanka(Thousand Dollars),104661,Export
2019 Oct,Spain(Thousand Dollars),155891,Export
2019 Oct,Solomon Islands(Thousand Dollars),2991,Export
2019 Oct,Slovenia(Thousand Dollars),2676,Export
2019 Oct,Slovak Republic (Slovakia)(Thousand Dollars),2159,Export
2019 Oct,Saudi Arabia(Thousand Dollars),85171,Export
2019 Oct,Republic Of Korea(Thousand Dollars),1662753,Export
2019 Oct,Qatar(Thousand Dollars),105756,Export
2019 Oct,Puerto Rico(Thousand Dollars),121870,Export
2019 Oct,Portugal(Thousand Dollars),161220,Export
2019 Oct,Poland(Thousand Dollars),42527,Export
2019 Oct,Philippines(Thousand Dollars),1004326,Export
2019 Oct,Peru(Thousand Dollars),5991,Export
2019 Oct,Paraguay(Thousand Dollars),616,Export
2019 Oct,Papua New Guinea(Thousand Dollars),71587,Export
2019 Oct,Pakistan(Thousand Dollars),88448,Export
2019 Oct,Other Countries In Oceania(Thousand Dollars),395194,Export
2019 Oct,Oman(Thousand Dollars),20746,Export
2019 Oct,Oceania(Million Dollars),2591.2,Export
2019 Oct,New Zealand(Thousand Dollars),270081,Export
2019 Oct,New Caledonia(Thousand Dollars),22236,Export
2019 Oct,Netherlands(Thousand Dollars),1014106,Export
2019 Oct,Nepal(Thousand Dollars),14932,Export
2019 Oct,Myanmar(Thousand Dollars),362030,Export
2019 Oct,Mexico(Thousand Dollars),185124,Export
2019 Oct,Malta(Thousand Dollars),130799,Export
2019 Oct,"Maldives, Republic Of(Thousand Dollars)",53295,Export
2019 Oct,Malaysia(Thousand Dollars),5128473,Export
2019 Oct,Mainland China(Thousand Dollars),5678921,Export
2019 Oct,Macau(Thousand Dollars),21133,Export
2019 Oct,Luxembourg(Thousand Dollars),10664,Export
2019 Oct,Lithuania(Thousand Dollars),2342,Export
2019 Oct,Lebanon(Thousand Dollars),2907,Export
2019 Oct,Latvia(Thousand Dollars),3487,Export
2019 Oct,Laos People's Democratic Republic(Thousand Dollars),6442,Export
2019 Oct,Kuwait(Thousand Dollars),17797,Export
2019 Oct,Jordan(Thousand Dollars),3264,Export
2019 Oct,Japan(Thousand Dollars),2270011,Export
2019 Oct,Italy(Thousand Dollars),75656,Export
2019 Oct,Israel(Thousand Dollars),76393,Export
2019 Oct,Ireland(Thousand Dollars),29955,Export
2019 Oct,Iran (Islamic Republic Of)(Thousand Dollars),2534,Export
2019 Oct,Indonesia(Thousand Dollars),3275508,Export
2019 Oct,India(Thousand Dollars),1185077,Export
2019 Oct,Hungary(Thousand Dollars),32786,Export
2019 Oct,Hong Kong(Thousand Dollars),5318992,Export
2019 Oct,Guam(Thousand Dollars),6084,Export
2019 Oct,Greece(Thousand Dollars),103260,Export
2019 Oct,"Germany, Federal Republic Of(Thousand Dollars)",718934,Export
2019 Oct,"Germany, Democratic Republic Of(Thousand Dollars)",0,Export
2019 Oct,French Polynesia(Thousand Dollars),8924,Export
2019 Oct,France(Thousand Dollars),429136,Export
2019 Oct,Finland(Thousand Dollars),7298,Export
2019 Oct,Fiji(Thousand Dollars),53753,Export
2019 Oct,European Union(Million Dollars),3736.1,Export
2019 Oct,Europe(Million Dollars),5162.7,Export
2019 Oct,Estonia(Thousand Dollars),1518,Export
2019 Oct,Ecuador(Thousand Dollars),5133,Export
2019 Oct,Denmark(Thousand Dollars),15446,Export
2019 Oct,Democratic People's Republic Of Korea(Thousand Dollars),0,Export
2019 Oct,Czech Republic(Thousand Dollars),50548,Export
2019 Oct,Cyprus(Thousand Dollars),49486,Export
2019 Oct,Colombia(Thousand Dollars),11544,Export
2019 Oct,Chile(Thousand Dollars),10588,Export
2019 Oct,Canada(Thousand Dollars),225200,Export
2019 Oct,Cambodia(Thousand Dollars),129763,Export
2019 Oct,Brunei Darussalam(Thousand Dollars),107349,Export
2019 Oct,Brazil(Thousand Dollars),140311,Export
2019 Oct,Belgium(Thousand Dollars),635001,Export
2019 Oct,Bangladesh(Thousand Dollars),350373,Export
2019 Oct,Bahrain(Thousand Dollars),49707,Export
2019 Oct,Austria(Thousand Dollars),28668,Export
2019 Oct,Australia(Thousand Dollars),1762596,Export
2019 Oct,Asia(Million Dollars),33529.6,Export
2019 Oct,Argentina(Thousand Dollars),21951,Export
2019 Oct,America(Million Dollars),4938.3,Export
2019 Oct,Africa(Million Dollars),606.7,Export
2019 Oct,Afghanistan(Thousand Dollars),4727,Export
2019 Sep,Yemen(Thousand Dollars),2708,Export
2019 Sep,Yemen Democratic(Thousand Dollars),0,Export
2019 Sep,"Vietnam, Socialist Republic Of(Thousand Dollars)",1319116,Export
2019 Sep,Venezuela(Thousand Dollars),158,Export
2019 Sep,Uruguay(Thousand Dollars),1670,Export
2019 Sep,United States(Thousand Dollars),3484412,Export
2019 Sep,United Kingdom(Thousand Dollars),398734,Export
2019 Sep,United Arab Emirates(Thousand Dollars),467145,Export
2019 Sep,Total Merchandise Exports(Thousand Dollars),43494319,Export
2019 Sep,Thailand(Thousand Dollars),1826097,Export
2019 Sep,Taiwan(Thousand Dollars),2144440,Export
2019 Sep,Syrian Arab Republic(Thousand Dollars),476,Export
2019 Sep,Switzerland(Thousand Dollars),294865,Export
2019 Sep,Sweden(Thousand Dollars),27897,Export
2019 Sep,Sri Lanka(Thousand Dollars),106600,Export
2019 Sep,Spain(Thousand Dollars),162778,Export
2019 Sep,Solomon Islands(Thousand Dollars),8949,Export
2019 Sep,Slovenia(Thousand Dollars),2539,Export
2019 Sep,Slovak Republic (Slovakia)(Thousand Dollars),2405,Export
2019 Sep,Saudi Arabia(Thousand Dollars),241087,Export
2019 Sep,Republic Of Korea(Thousand Dollars),1736843,Export
2019 Sep,Qatar(Thousand Dollars),53087,Export
2019 Sep,Puerto Rico(Thousand Dollars),199617,Export
2019 Sep,Portugal(Thousand Dollars),42928,Export
2019 Sep,Poland(Thousand Dollars),47772,Export
2019 Sep,Philippines(Thousand Dollars),1056307,Export
2019 Sep,Peru(Thousand Dollars),5903,Export
2019 Sep,Paraguay(Thousand Dollars),327,Export
2019 Sep,Papua New Guinea(Thousand Dollars),51658,Export
2019 Sep,Pakistan(Thousand Dollars),105631,Export
2019 Sep,Other Countries In Oceania(Thousand Dollars),374606,Export
2019 Sep,Oman(Thousand Dollars),32672,Export
2019 Sep,Oceania(Million Dollars),2113.4,Export
2019 Sep,New Zealand(Thousand Dollars),203151,Export
2019 Sep,New Caledonia(Thousand Dollars),61596,Export
2019 Sep,Netherlands(Thousand Dollars),761725,Export
2019 Sep,Nepal(Thousand Dollars),16727,Export
2019 Sep,Myanmar(Thousand Dollars),316155,Export
2019 Sep,Mexico(Thousand Dollars),165753,Export
2019 Sep,Malta(Thousand Dollars),122496,Export
2019 Sep,"Maldives, Republic Of(Thousand Dollars)",28484,Export
2019 Sep,Malaysia(Thousand Dollars),4542614,Export
2019 Sep,Mainland China(Thousand Dollars),5533113,Export
2019 Sep,Macau(Thousand Dollars),17760,Export
2019 Sep,Luxembourg(Thousand Dollars),8097,Export
2019 Sep,Lithuania(Thousand Dollars),1682,Export
2019 Sep,Lebanon(Thousand Dollars),3629,Export
2019 Sep,Latvia(Thousand Dollars),3698,Export
2019 Sep,Laos People's Democratic Republic(Thousand Dollars),4505,Export
2019 Sep,Kuwait(Thousand Dollars),22387,Export
2019 Sep,Jordan(Thousand Dollars),4607,Export
2019 Sep,Japan(Thousand Dollars),2100519,Export
2019 Sep,Italy(Thousand Dollars),99466,Export
2019 Sep,Israel(Thousand Dollars),68331,Export
2019 Sep,Ireland(Thousand Dollars),18348,Export
2019 Sep,Iran (Islamic Republic Of)(Thousand Dollars),3845,Export
2019 Sep,Indonesia(Thousand Dollars),3122721,Export
2019 Sep,India(Thousand Dollars),1200278,Export
2019 Sep,Hungary(Thousand Dollars),34362,Export
2019 Sep,Hong Kong(Thousand Dollars),5117561,Export
2019 Sep,Guam(Thousand Dollars),92382,Export
2019 Sep,Greece(Thousand Dollars),70956,Export
2019 Sep,"Germany, Federal Republic Of(Thousand Dollars)",615005,Export
2019 Sep,"Germany, Democratic Republic Of(Thousand Dollars)",0,Export
2019 Sep,French Polynesia(Thousand Dollars),8264,Export
2019 Sep,France(Thousand Dollars),438494,Export
2019 Sep,Finland(Thousand Dollars),13439,Export
2019 Sep,Fiji(Thousand Dollars),38219,Export
2019 Sep,European Union(Million Dollars),3126,Export
2019 Sep,Europe(Million Dollars),4007.2,Export
2019 Sep,Estonia(Thousand Dollars),9526,Export
2019 Sep,Ecuador(Thousand Dollars),6938,Export
2019 Sep,Denmark(Thousand Dollars),12465,Export
2019 Sep,Democratic People's Republic Of Korea(Thousand Dollars),0,Export
2019 Sep,Czech Republic(Thousand Dollars),38096,Export
2019 Sep,Cyprus(Thousand Dollars),50244,Export
2019 Sep,Colombia(Thousand Dollars),9816,Export
2019 Sep,Chile(Thousand Dollars),12560,Export
2019 Sep,Canada(Thousand Dollars),164142,Export
2019 Sep,Cambodia(Thousand Dollars),97695,Export
2019 Sep,Brunei Darussalam(Thousand Dollars),118286,Export
2019 Sep,Brazil(Thousand Dollars),169033,Export
2019 Sep,Belgium(Thousand Dollars),463503,Export
2019 Sep,Bangladesh(Thousand Dollars),503365,Export
2019 Sep,Bahrain(Thousand Dollars),11481,Export
2019 Sep,Austria(Thousand Dollars),67852,Export
2019 Sep,Australia(Thousand Dollars),1276349,Export
2019 Sep,Asia(Million Dollars),32055.9,Export
2019 Sep,Argentina(Thousand Dollars),12063,Export
2019 Sep,America(Million Dollars),4754.5,Export
2019 Sep,Africa(Million Dollars),563.4,Export
2019 Sep,Afghanistan(Thousand Dollars),4975,Export
2020 Apr,Yemen(Thousand Dollars),861,Export
2020 Apr,Yemen Democratic(Thousand Dollars),0,Export
2020 Apr,"Vietnam, Socialist Republic Of(Thousand Dollars)",1013515,Export
2020 Apr,Venezuela(Thousand Dollars),179,Export
2020 Apr,Uruguay(Thousand Dollars),394,Export
2020 Apr,United States(Thousand Dollars),5439082,Export
2020 Apr,United Kingdom(Thousand Dollars),440803,Export
2020 Apr,United Arab Emirates(Thousand Dollars),219470,Export
2020 Apr,Total Merchandise Exports(Thousand Dollars),39946596,Export
2020 Apr,Thailand(Thousand Dollars),1408737,Export
2020 Apr,Taiwan(Thousand Dollars),2063432,Export
2020 Apr,Syrian Arab Republic(Thousand Dollars),42,Export
2020 Apr,Switzerland(Thousand Dollars),434360,Export
2020 Apr,Sweden(Thousand Dollars),18116,Export
2020 Apr,Sri Lanka(Thousand Dollars),45174,Export
2020 Apr,Spain(Thousand Dollars),16215,Export
2020 Apr,Solomon Islands(Thousand Dollars),2390,Export
2020 Apr,Slovenia(Thousand Dollars),4166,Export
2020 Apr,Slovak Republic (Slovakia)(Thousand Dollars),2413,Export
2020 Apr,Saudi Arabia(Thousand Dollars),84083,Export
2020 Apr,Republic Of Korea(Thousand Dollars),1646735,Export
2020 Apr,Qatar(Thousand Dollars),39314,Export
2020 Apr,Puerto Rico(Thousand Dollars),214925,Export
2020 Apr,Portugal(Thousand Dollars),19389,Export
2020 Apr,Poland(Thousand Dollars),26595,Export
2020 Apr,Philippines(Thousand Dollars),567314,Export
2020 Apr,Peru(Thousand Dollars),5264,Export
2020 Apr,Paraguay(Thousand Dollars),308,Export
2020 Apr,Papua New Guinea(Thousand Dollars),65185,Export
2020 Apr,Pakistan(Thousand Dollars),47275,Export
2020 Apr,Other Countries In Oceania(Thousand Dollars),347044,Export
2020 Apr,Oman(Thousand Dollars),15543,Export
2020 Apr,Oceania(Million Dollars),1511.8,Export
2020 Apr,New Zealand(Thousand Dollars),134685,Export
2020 Apr,New Caledonia(Thousand Dollars),7094,Export
2020 Apr,Netherlands(Thousand Dollars),1226948,Export
2020 Apr,Nepal(Thousand Dollars),1619,Export
2020 Apr,Myanmar(Thousand Dollars),247214,Export
2020 Apr,Mexico(Thousand Dollars),164619,Export
2020 Apr,Malta(Thousand Dollars),139734,Export
2020 Apr,"Maldives, Republic Of(Thousand Dollars)",12440,Export
2020 Apr,Malaysia(Thousand Dollars),2898079,Export
2020 Apr,Mainland China(Thousand Dollars),5038157,Export
2020 Apr,Macau(Thousand Dollars),8588,Export
2020 Apr,Luxembourg(Thousand Dollars),11112,Export
2020 Apr,Lithuania(Thousand Dollars),1142,Export
2020 Apr,Lebanon(Thousand Dollars),3193,Export
2020 Apr,Latvia(Thousand Dollars),2264,Export
2020 Apr,Laos People's Democratic Republic(Thousand Dollars),1738,Export
2020 Apr,Kuwait(Thousand Dollars),11703,Export
2020 Apr,Jordan(Thousand Dollars),4592,Export
2020 Apr,Japan(Thousand Dollars),2314386,Export
2020 Apr,Italy(Thousand Dollars),85844,Export
2020 Apr,Israel(Thousand Dollars),58873,Export
2020 Apr,Ireland(Thousand Dollars),81404,Export
2020 Apr,Iran (Islamic Republic Of)(Thousand Dollars),915,Export
2020 Apr,Indonesia(Thousand Dollars),2192562,Export
2020 Apr,India(Thousand Dollars),463499,Export
2020 Apr,Hungary(Thousand Dollars),42366,Export
2020 Apr,Hong Kong(Thousand Dollars),5387093,Export
2020 Apr,Guam(Thousand Dollars),21476,Export
2020 Apr,Greece(Thousand Dollars),90018,Export
2020 Apr,"Germany, Federal Republic Of(Thousand Dollars)",617032,Export
2020 Apr,"Germany, Democratic Republic Of(Thousand Dollars)",0,Export
2020 Apr,French Polynesia(Thousand Dollars),685,Export
2020 Apr,France(Thousand Dollars),329421,Export
2020 Apr,Finland(Thousand Dollars),4317,Export
2020 Apr,Fiji(Thousand Dollars),9596,Export
2020 Apr,European Union(Million Dollars),4030,Export
2020 Apr,Europe(Million Dollars),5051.3,Export
2020 Apr,Estonia(Thousand Dollars),391,Export
2020 Apr,Ecuador(Thousand Dollars),5059,Export
2020 Apr,Denmark(Thousand Dollars),18305,Export
2020 Apr,Democratic People's Republic Of Korea(Thousand Dollars),0,Export
2020 Apr,Czech Republic(Thousand Dollars),50587,Export
2020 Apr,Cyprus(Thousand Dollars),36201,Export
2020 Apr,Colombia(Thousand Dollars),8058,Export
2020 Apr,Chile(Thousand Dollars),41143,Export
2020 Apr,Canada(Thousand Dollars),99261,Export
2020 Apr,Cambodia(Thousand Dollars),76917,Export
2020 Apr,Brunei Darussalam(Thousand Dollars),105793,Export
2020 Apr,Brazil(Thousand Dollars),118918,Export
2020 Apr,Belgium(Thousand Dollars),1176482,Export
2020 Apr,Bangladesh(Thousand Dollars),117469,Export
2020 Apr,Bahrain(Thousand Dollars),9007,Export
2020 Apr,Austria(Thousand Dollars),17305,Export
2020 Apr,Australia(Thousand Dollars),926290,Export
2020 Apr,Asia(Million Dollars),26245.7,Export
2020 Apr,Argentina(Thousand Dollars),19985,Export
2020 Apr,America(Million Dollars),6569.1,Export
2020 Apr,Africa(Million Dollars),568.8,Export
2020 Apr,Afghanistan(Thousand Dollars),1771,Export
2020 Aug,Yemen(Thousand Dollars),330,Export
2020 Aug,Yemen Democratic(Thousand Dollars),0,Export
2020 Aug,"Vietnam, Socialist Republic Of(Thousand Dollars)",1463700,Export
2020 Aug,Venezuela(Thousand Dollars),52,Export
2020 Aug,Uruguay(Thousand Dollars),1454,Export
2020 Aug,United States(Thousand Dollars),3846306,Export
2020 Aug,United Kingdom(Thousand Dollars),1174141,Export
2020 Aug,United Arab Emirates(Thousand Dollars),424018,Export
2020 Aug,Total Merchandise Exports(Thousand Dollars),44333640,Export
2020 Aug,Thailand(Thousand Dollars),1573936,Export
2020 Aug,Taiwan(Thousand Dollars),2029872,Export
2020 Aug,Syrian Arab Republic(Thousand Dollars),647,Export
2020 Aug,Switzerland(Thousand Dollars),242450,Export
2020 Aug,Sweden(Thousand Dollars),15439,Export
2020 Aug,Sri Lanka(Thousand Dollars),120872,Export
2020 Aug,Spain(Thousand Dollars),50855,Export
2020 Aug,Solomon Islands(Thousand Dollars),6997,Export
2020 Aug,Slovenia(Thousand Dollars),2511,Export
2020 Aug,Slovak Republic (Slovakia)(Thousand Dollars),2655,Export
2020 Aug,Saudi Arabia(Thousand Dollars),119236,Export
2020 Aug,Republic Of Korea(Thousand Dollars),1896800,Export
2020 Aug,Qatar(Thousand Dollars),44457,Export
2020 Aug,Puerto Rico(Thousand Dollars),108383,Export
2020 Aug,Portugal(Thousand Dollars),31643,Export
2020 Aug,Poland(Thousand Dollars),40421,Export
2020 Aug,Philippines(Thousand Dollars),849391,Export
2020 Aug,Peru(Thousand Dollars),5884,Export
2020 Aug,Paraguay(Thousand Dollars),985,Export
2020 Aug,Papua New Guinea(Thousand Dollars),45468,Export
2020 Aug,Pakistan(Thousand Dollars),133325,Export
2020 Aug,Other Countries In Oceania(Thousand Dollars),336797,Export
2020 Aug,Oman(Thousand Dollars),16117,Export
2020 Aug,Oceania(Million Dollars),1811.1,Export
2020 Aug,New Zealand(Thousand Dollars),243800,Export
2020 Aug,New Caledonia(Thousand Dollars),27640,Export
2020 Aug,Netherlands(Thousand Dollars),1231532,Export
2020 Aug,Nepal(Thousand Dollars),12337,Export
2020 Aug,Myanmar(Thousand Dollars),273130,Export
2020 Aug,Mexico(Thousand Dollars),147966,Export
2020 Aug,Malta(Thousand Dollars),136607,Export
2020 Aug,"Maldives, Republic Of(Thousand Dollars)",12826,Export
2020 Aug,Malaysia(Thousand Dollars),3782960,Export
2020 Aug,Mainland China(Thousand Dollars),7970167,Export
2020 Aug,Macau(Thousand Dollars),14557,Export
2020 Aug,Luxembourg(Thousand Dollars),10637,Export
2020 Aug,Lithuania(Thousand Dollars),2420,Export
2020 Aug,Lebanon(Thousand Dollars),1963,Export
2020 Aug,Latvia(Thousand Dollars),5597,Export
2020 Aug,Laos People's Democratic Republic(Thousand Dollars),2322,Export
2020 Aug,Kuwait(Thousand Dollars),14994,Export
2020 Aug,Jordan(Thousand Dollars),5001,Export
2020 Aug,Japan(Thousand Dollars),1744085,Export
2020 Aug,Italy(Thousand Dollars),60203,Export
2020 Aug,Israel(Thousand Dollars),69972,Export
2020 Aug,Ireland(Thousand Dollars),28713,Export
2020 Aug,Iran (Islamic Republic Of)(Thousand Dollars),2460,Export
2020 Aug,Indonesia(Thousand Dollars),2320501,Export
2020 Aug,India(Thousand Dollars),1094267,Export
2020 Aug,Hungary(Thousand Dollars),46879,Export
2020 Aug,Hong Kong(Thousand Dollars),5104848,Export
2020 Aug,Guam(Thousand Dollars),28334,Export
2020 Aug,Greece(Thousand Dollars),79911,Export
2020 Aug,"Germany, Federal Republic Of(Thousand Dollars)",616109,Export
2020 Aug,"Germany, Democratic Republic Of(Thousand Dollars)",0,Export
2020 Aug,French Polynesia(Thousand Dollars),1830,Export
2020 Aug,France(Thousand Dollars),748248,Export
2020 Aug,Finland(Thousand Dollars),5426,Export
2020 Aug,Fiji(Thousand Dollars),25587,Export
2020 Aug,European Union(Million Dollars),3612.9,Export
2020 Aug,Europe(Million Dollars),5178.3,Export
2020 Aug,Estonia(Thousand Dollars),2568,Export
2020 Aug,Ecuador(Thousand Dollars),5163,Export
2020 Aug,Denmark(Thousand Dollars),15904,Export
2020 Aug,Democratic People's Republic Of Korea(Thousand Dollars),0,Export
2020 Aug,Czech Republic(Thousand Dollars),65237,Export
2020 Aug,Cyprus(Thousand Dollars),41801,Export
2020 Aug,Colombia(Thousand Dollars),7655,Export
2020 Aug,Chile(Thousand Dollars),9114,Export
2020 Aug,Canada(Thousand Dollars),75216,Export
2020 Aug,Cambodia(Thousand Dollars),77148,Export
2020 Aug,Brunei Darussalam(Thousand Dollars),93730,Export
2020 Aug,Brazil(Thousand Dollars),151182,Export
2020 Aug,Belgium(Thousand Dollars),339644,Export
2020 Aug,Bangladesh(Thousand Dollars),244705,Export
2020 Aug,Bahrain(Thousand Dollars),5882,Export
2020 Aug,Austria(Thousand Dollars),20772,Export
2020 Aug,Australia(Thousand Dollars),1096371,Export
2020 Aug,Asia(Million Dollars),31657.5,Export
2020 Aug,Argentina(Thousand Dollars),18869,Export
2020 Aug,America(Million Dollars),5164.4,Export
2020 Aug,Africa(Million Dollars),522.3,Export
2020 Aug,Afghanistan(Thousand Dollars),993,Export
2020 Dec,Yemen(Thousand Dollars),585,Export
2020 Dec,Yemen Democratic(Thousand Dollars),0,Export
2020 Dec,"Vietnam, Socialist Republic Of(Thousand Dollars)",1636831,Export
2020 Dec,Venezuela(Thousand Dollars),15,Export
2020 Dec,Uruguay(Thousand Dollars),567,Export
2020 Dec,United States(Thousand Dollars),4720384,Export
2020 Dec,United Kingdom(Thousand Dollars),294080,Export
2020 Dec,United Arab Emirates(Thousand Dollars),386777,Export
2020 Dec,Total Merchandise Exports(Thousand Dollars),46246876,Export
2020 Dec,Thailand(Thousand Dollars),1582628,Export
2020 Dec,Taiwan(Thousand Dollars),2729473,Export
2020 Dec,Syrian Arab Republic(Thousand Dollars),1,Export
2020 Dec,Switzerland(Thousand Dollars),118009,Export
2020 Dec,Sweden(Thousand Dollars),14856,Export
2020 Dec,Sri Lanka(Thousand Dollars),80989,Export
2020 Dec,Spain(Thousand Dollars),32110,Export
2020 Dec,Solomon Islands(Thousand Dollars),4351,Export
2020 Dec,Slovenia(Thousand Dollars),5651,Export
2020 Dec,Slovak Republic (Slovakia)(Thousand Dollars),13013,Export
2020 Dec,Saudi Arabia(Thousand Dollars),117440,Export
2020 Dec,Republic Of Korea(Thousand Dollars),2170792,Export
2020 Dec,Qatar(Thousand Dollars),50873,Export
2020 Dec,Puerto Rico(Thousand Dollars),21145,Export
2020 Dec,Portugal(Thousand Dollars),30815,Export
2020 Dec,Poland(Thousand Dollars),53566,Export
2020 Dec,Philippines(Thousand Dollars),888000,Export
2020 Dec,Peru(Thousand Dollars),6953,Export
2020 Dec,Paraguay(Thousand Dollars),2166,Export
2020 Dec,Papua New Guinea(Thousand Dollars),63337,Export
2020 Dec,Pakistan(Thousand Dollars),85678,Export
2020 Dec,Other Countries In Oceania(Thousand Dollars),345987,Export
2020 Dec,Oman(Thousand Dollars),15487,Export
2020 Dec,Oceania(Million Dollars),1655.8,Export
2020 Dec,New Zealand(Thousand Dollars),190958,Export
2020 Dec,New Caledonia(Thousand Dollars),47804,Export
2020 Dec,Netherlands(Thousand Dollars),1090919,Export
2020 Dec,Nepal(Thousand Dollars),18460,Export
2020 Dec,Myanmar(Thousand Dollars),327498,Export
2020 Dec,Mexico(Thousand Dollars),142122,Export
2020 Dec,Malta(Thousand Dollars),139545,Export
2020 Dec,"Maldives, Republic Of(Thousand Dollars)",16375,Export
2020 Dec,Malaysia(Thousand Dollars),4098730,Export
2020 Dec,Mainland China(Thousand Dollars),7090834,Export
2020 Dec,Macau(Thousand Dollars),32529,Export
2020 Dec,Luxembourg(Thousand Dollars),20974,Export
2020 Dec,Lithuania(Thousand Dollars),75397,Export
2020 Dec,Lebanon(Thousand Dollars),2163,Export
2020 Dec,Latvia(Thousand Dollars),9177,Export
2020 Dec,Laos People's Democratic Republic(Thousand Dollars),2842,Export
2020 Dec,Kuwait(Thousand Dollars),11378,Export
2020 Dec,Jordan(Thousand Dollars),7080,Export
2020 Dec,Japan(Thousand Dollars),1974988,Export
2020 Dec,Italy(Thousand Dollars),69085,Export
2020 Dec,Israel(Thousand Dollars),79428,Export
2020 Dec,Ireland(Thousand Dollars),39043,Export
2020 Dec,Iran (Islamic Republic Of)(Thousand Dollars),1190,Export
2020 Dec,Indonesia(Thousand Dollars),2756166,Export
2020 Dec,India(Thousand Dollars),1482607,Export
2020 Dec,Hungary(Thousand Dollars),32130,Export
2020 Dec,Hong Kong(Thousand Dollars),5941191,Export
2020 Dec,Guam(Thousand Dollars),36388,Export
2020 Dec,Greece(Thousand Dollars),106578,Export
2020 Dec,"Germany, Federal Republic Of(Thousand Dollars)",674442,Export
2020 Dec,"Germany, Democratic Republic Of(Thousand Dollars)",0,Export
2020 Dec,French Polynesia(Thousand Dollars),4307,Export
2020 Dec,France(Thousand Dollars),406905,Export
2020 Dec,Finland(Thousand Dollars),9682,Export
2020 Dec,Fiji(Thousand Dollars),26368,Export
2020 Dec,European Union(Million Dollars),3190.3,Export
2020 Dec,Europe(Million Dollars),3785.5,Export
