Date,Country,Export,Category
2019 Jun,Other Countries In Oceania(Thousand Dollars),525,Import
2019 Jun,Other Countries In America(Thousand Dollars),19223,Import
2019 Jun,Oman(Thousand Dollars),20415,Import
2019 Jun,Oceania(Million Dollars),503.7,Import
2019 Jun,Norway(Thousand Dollars),73345,Import
2019 Jun,Norfolk Island(Thousand Dollars),0,Import
2019 Jun,Niue(Thousand Dollars),0,Import
2019 Jun,New Zealand(Thousand Dollars),59810,Import
2019 Jun,New Caledonia(Thousand Dollars),26,Import
2019 Jun,Netherlands(Thousand Dollars),270901,Import
2019 Jun,Netherlands Antilles(Thousand Dollars),48,Import
2019 Jun,Nepal(Thousand Dollars),125,Import
2019 Jun,Nauru(Thousand Dollars),0,Import
2019 Jun,Myanmar(Thousand Dollars),12389,Import
2019 Jun,Micronesia(Thousand Dollars),0,Import
2019 Jun,Mexico(Thousand Dollars),241869,Import
2019 Jun,Malta(Thousand Dollars),18712,Import
2019 Jun,"Maldives, Republic Of(Thousand Dollars)",27,Import
2019 Jun,Malaysia(Thousand Dollars),4233791,Import
2019 Jun,Mainland China(Thousand Dollars),5061627,Import
2019 Jun,Macau(Thousand Dollars),930,Import
2019 Jun,Luxembourg(Thousand Dollars),9804,Import
2019 Jun,Lithuania(Thousand Dollars),11395,Import
2019 Jun,Liechtenstein(Thousand Dollars),2164,Import
2019 Jun,Lebanon(Thousand Dollars),121,Import
2019 Jun,Latvia(Thousand Dollars),4638,Import
2019 Jun,Laos People's Democratic Republic(Thousand Dollars),418,Import
2019 Jun,Kuwait(Thousand Dollars),235806,Import
2019 Jun,Kiribati(Thousand Dollars),5,Import
2019 Jun,Jordan(Thousand Dollars),2597,Import
2019 Jun,Japan(Thousand Dollars),2054406,Import
2019 Jun,Jamaica(Thousand Dollars),28,Import
2019 Jun,Italy(Thousand Dollars),420572,Import
2019 Jun,Israel(Thousand Dollars),47538,Import
2019 Jun,Ireland(Thousand Dollars),75391,Import
2019 Jun,Iran (Islamic Republic Of)(Thousand Dollars),501,Import
2019 Jun,Indonesia(Thousand Dollars),1713916,Import
2019 Jun,India(Thousand Dollars),509622,Import
2019 Jun,Hungary(Thousand Dollars),31744,Import
2019 Jun,Hong Kong(Thousand Dollars),362273,Import
2019 Jun,Honduras(Thousand Dollars),756,Import
2019 Jun,Guatemala(Thousand Dollars),5009,Import
2019 Jun,Guam(Thousand Dollars),16,Import
2019 Jun,Grenada(Thousand Dollars),1,Import
2019 Jun,Greece(Thousand Dollars),27007,Import
2019 Jun,"Germany, Federal Republic Of(Thousand Dollars)",1016793,Import
2019 Jun,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2019 Jun,French Southern Territories(Thousand Dollars),18,Import
2019 Jun,French Polynesia(Thousand Dollars),194,Import
2019 Jun,French Guiana(Thousand Dollars),70,Import
2019 Jun,France(Thousand Dollars),1247644,Import
2019 Jun,Finland(Thousand Dollars),33781,Import
2019 Jun,Fiji(Thousand Dollars),133,Import
2019 Jun,European Union(Million Dollars),3848.5,Import
2019 Jun,Europe(Million Dollars),6054.8,Import
2019 Jun,Estonia(Thousand Dollars),1487,Import
2019 Jun,Ecuador(Thousand Dollars),961,Import
2019 Jun,Denmark(Thousand Dollars),41769,Import
2019 Jun,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2019 Jun,Czech Republic(Thousand Dollars),43938,Import
2019 Jun,Cyprus(Thousand Dollars),1064,Import
2019 Jun,Cook Islands(Thousand Dollars),0,Import
2019 Jun,Commonwealth Of Independent States(Thousand Dollars),606095,Import
2019 Jun,Colombia(Thousand Dollars),894,Import
2019 Jun,Cocos (Keeling) Islands(Thousand Dollars),0,Import
2019 Jun,Chile(Thousand Dollars),7034,Import
2019 Jun,Canada(Thousand Dollars),191485,Import
2019 Jun,Cambodia(Thousand Dollars),645601,Import
2019 Jun,Brunei Darussalam(Thousand Dollars),97741,Import
2019 Jun,Brazil(Thousand Dollars),157826,Import
2019 Jun,Bermuda(Thousand Dollars),0,Import
2019 Jun,Belgium(Thousand Dollars),154637,Import
2019 Jun,Bangladesh(Thousand Dollars),24129,Import
2019 Jun,Bahrain(Thousand Dollars),40881,Import
2019 Jun,Bahamas(Thousand Dollars),8,Import
2019 Jun,Austria(Thousand Dollars),69327,Import
2019 Jun,Australia(Thousand Dollars),441907,Import
2019 Jun,Asia(Million Dollars),26052.4,Import
2019 Jun,Argentina(Thousand Dollars),7030,Import
2019 Jun,Anguilla(Thousand Dollars),0,Import
2019 Jun,America(Million Dollars),5876.4,Import
2019 Jun,Africa(Million Dollars),492.6,Import
2019 Jun,Afghanistan(Thousand Dollars),3,Import
2019 Mar,Yemen(Thousand Dollars),577,Import
2019 Mar,Yemen Democratic(Thousand Dollars),0,Import
2019 Mar,Wallis & Fatuna Islands(Thousand Dollars),1,Import
2019 Mar,"Vietnam, Socialist Republic Of(Thousand Dollars)",460489,Import
2019 Mar,Venezuela(Thousand Dollars),195,Import
2019 Mar,Uruguay(Thousand Dollars),1651,Import
2019 Mar,United States(Thousand Dollars),4925887,Import
2019 Mar,United Kingdom(Thousand Dollars),1080983,Import
2019 Mar,United Arab Emirates(Thousand Dollars),952307,Import
2019 Mar,Tuvalu(Thousand Dollars),0,Import
2019 Mar,Trinidad & Tobago(Thousand Dollars),10,Import
2019 Mar,Total Merchandise Imports(Thousand Dollars),40340098,Import
2019 Mar,Thailand(Thousand Dollars),847648,Import
2019 Mar,Taiwan(Thousand Dollars),3336366,Import
2019 Mar,Syrian Arab Republic(Thousand Dollars),0,Import
2019 Mar,Switzerland(Thousand Dollars),970756,Import
2019 Mar,Sweden(Thousand Dollars),139352,Import
2019 Mar,St Vincent & The Grenadines(Thousand Dollars),0,Import
2019 Mar,Sri Lanka(Thousand Dollars),9740,Import
2019 Mar,Spain(Thousand Dollars),136887,Import
2019 Mar,South Sudan(Thousand Dollars),0,Import
2019 Mar,Solomon Islands(Thousand Dollars),3,Import
2019 Mar,Slovenia(Thousand Dollars),7916,Import
2019 Mar,Slovak Republic (Slovakia)(Thousand Dollars),9460,Import
2019 Mar,Saudi Arabia(Thousand Dollars),905511,Import
2019 Mar,Republic Of Korea(Thousand Dollars),1848609,Import
2019 Mar,Qatar(Thousand Dollars),544524,Import
2019 Mar,Puerto Rico(Thousand Dollars),7203,Import
2019 Mar,Portugal(Thousand Dollars),48791,Import
2019 Mar,Poland(Thousand Dollars),60345,Import
2019 Mar,Philippines(Thousand Dollars),946247,Import
2019 Mar,Peru(Thousand Dollars),1486,Import
2019 Mar,Paraguay(Thousand Dollars),61,Import
2019 Mar,Papua New Guinea(Thousand Dollars),24396,Import
2019 Mar,Panama(Thousand Dollars),446,Import
2019 Mar,Palau(Thousand Dollars),0,Import
2019 Mar,Pakistan(Thousand Dollars),9366,Import
2019 Mar,Other Countries In Oceania(Thousand Dollars),328,Import
2019 Mar,Other Countries In America(Thousand Dollars),19057,Import
2019 Mar,Oman(Thousand Dollars),67229,Import
2019 Mar,Oceania(Million Dollars),518.9,Import
2019 Mar,Norway(Thousand Dollars),147057,Import
2019 Mar,Norfolk Island(Thousand Dollars),15,Import
2019 Mar,Niue(Thousand Dollars),0,Import
2019 Mar,New Zealand(Thousand Dollars),137700,Import
2019 Mar,New Caledonia(Thousand Dollars),37,Import
2019 Mar,Netherlands(Thousand Dollars),356087,Import
2019 Mar,Netherlands Antilles(Thousand Dollars),177,Import
2019 Mar,Nepal(Thousand Dollars),134,Import
2019 Mar,Nauru(Thousand Dollars),0,Import
2019 Mar,Myanmar(Thousand Dollars),21663,Import
2019 Mar,Micronesia(Thousand Dollars),5,Import
2019 Mar,Mexico(Thousand Dollars),271667,Import
2019 Mar,Malta(Thousand Dollars),20201,Import
2019 Mar,"Maldives, Republic Of(Thousand Dollars)",78,Import
2019 Mar,Malaysia(Thousand Dollars),4774064,Import
2019 Mar,Mainland China(Thousand Dollars),5584684,Import
2019 Mar,Macau(Thousand Dollars),1282,Import
2019 Mar,Luxembourg(Thousand Dollars),7683,Import
2019 Mar,Lithuania(Thousand Dollars),21207,Import
2019 Mar,Liechtenstein(Thousand Dollars),1848,Import
2019 Mar,Lebanon(Thousand Dollars),142,Import
2019 Mar,Latvia(Thousand Dollars),2026,Import
2019 Mar,Laos People's Democratic Republic(Thousand Dollars),773,Import
2019 Mar,Kuwait(Thousand Dollars),240284,Import
2019 Mar,Kiribati(Thousand Dollars),2,Import
2019 Mar,Jordan(Thousand Dollars),1357,Import
2019 Mar,Japan(Thousand Dollars),2456753,Import
2019 Mar,Jamaica(Thousand Dollars),99,Import
2019 Mar,Italy(Thousand Dollars),534335,Import
2019 Mar,Israel(Thousand Dollars),50886,Import
2019 Mar,Ireland(Thousand Dollars),87004,Import
2019 Mar,Iran (Islamic Republic Of)(Thousand Dollars),600,Import
2019 Mar,Indonesia(Thousand Dollars),1823857,Import
2019 Mar,India(Thousand Dollars),627348,Import
2019 Mar,Hungary(Thousand Dollars),31273,Import
2019 Mar,Hong Kong(Thousand Dollars),539121,Import
2019 Mar,Honduras(Thousand Dollars),176,Import
2019 Mar,Guatemala(Thousand Dollars),1987,Import
2019 Mar,Guam(Thousand Dollars),81,Import
2019 Mar,Grenada(Thousand Dollars),27,Import
2019 Mar,Greece(Thousand Dollars),11481,Import
2019 Mar,"Germany, Federal Republic Of(Thousand Dollars)",1235641,Import
2019 Mar,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2019 Mar,French Southern Territories(Thousand Dollars),0,Import
2019 Mar,French Polynesia(Thousand Dollars),148,Import
2019 Mar,French Guiana(Thousand Dollars),0,Import
2019 Mar,France(Thousand Dollars),1309187,Import
2019 Mar,Finland(Thousand Dollars),45076,Import
2019 Mar,Fiji(Thousand Dollars),714,Import
2019 Mar,European Union(Million Dollars),4512.9,Import
2019 Mar,Europe(Million Dollars),7128.7,Import
2019 Mar,Estonia(Thousand Dollars),5156,Import
2019 Mar,Ecuador(Thousand Dollars),1284,Import
2019 Mar,Denmark(Thousand Dollars),47250,Import
2019 Mar,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2019 Mar,Czech Republic(Thousand Dollars),58249,Import
2019 Mar,Cyprus(Thousand Dollars),1101,Import
2019 Mar,Cook Islands(Thousand Dollars),25,Import
2019 Mar,Commonwealth Of Independent States(Thousand Dollars),412261,Import
2019 Mar,Colombia(Thousand Dollars),1305,Import
2019 Mar,Cocos (Keeling) Islands(Thousand Dollars),0,Import
2019 Mar,Chile(Thousand Dollars),5472,Import
2019 Mar,Canada(Thousand Dollars),205070,Import
2019 Mar,Cambodia(Thousand Dollars),9991,Import
2019 Mar,Brunei Darussalam(Thousand Dollars),6103,Import
2019 Mar,Brazil(Thousand Dollars),79386,Import
2019 Mar,Bermuda(Thousand Dollars),1,Import
2019 Mar,Belgium(Thousand Dollars),222413,Import
2019 Mar,Bangladesh(Thousand Dollars),30818,Import
2019 Mar,Bahrain(Thousand Dollars),59696,Import
2019 Mar,Bahamas(Thousand Dollars),6,Import
2019 Mar,Austria(Thousand Dollars),92342,Import
2019 Mar,Australia(Thousand Dollars),355712,Import
2019 Mar,Asia(Million Dollars),26773.8,Import
2019 Mar,Argentina(Thousand Dollars),6104,Import
2019 Mar,Anguilla(Thousand Dollars),0,Import
2019 Mar,America(Million Dollars),5528.7,Import
2019 Mar,Africa(Million Dollars),390,Import
2019 Mar,Afghanistan(Thousand Dollars),23,Import
2019 May,Yemen(Thousand Dollars),395,Import
2019 May,Yemen Democratic(Thousand Dollars),0,Import
2019 May,Wallis & Fatuna Islands(Thousand Dollars),92,Import
2019 May,"Vietnam, Socialist Republic Of(Thousand Dollars)",492024,Import
2019 May,Venezuela(Thousand Dollars),253,Import
2019 May,Uruguay(Thousand Dollars),9473,Import
2019 May,United States(Thousand Dollars),4969192,Import
2019 May,United Kingdom(Thousand Dollars),977237,Import
2019 May,United Arab Emirates(Thousand Dollars),1390404,Import
2019 May,Tuvalu(Thousand Dollars),1,Import
2019 May,Trinidad & Tobago(Thousand Dollars),8,Import
2019 May,Total Merchandise Imports(Thousand Dollars),42637579,Import
2019 May,Thailand(Thousand Dollars),835547,Import
2019 May,Taiwan(Thousand Dollars),3909567,Import
2019 May,Syrian Arab Republic(Thousand Dollars),6,Import
2019 May,Switzerland(Thousand Dollars),944100,Import
2019 May,Sweden(Thousand Dollars),171022,Import
2019 May,St Vincent & The Grenadines(Thousand Dollars),0,Import
2019 May,Sri Lanka(Thousand Dollars),8288,Import
2019 May,Spain(Thousand Dollars),142400,Import
2019 May,South Sudan(Thousand Dollars),0,Import
2019 May,Solomon Islands(Thousand Dollars),229,Import
2019 May,Slovenia(Thousand Dollars),9747,Import
2019 May,Slovak Republic (Slovakia)(Thousand Dollars),9115,Import
2019 May,Saudi Arabia(Thousand Dollars),900292,Import
2019 May,Republic Of Korea(Thousand Dollars),1639440,Import
2019 May,Qatar(Thousand Dollars),819641,Import
2019 May,Puerto Rico(Thousand Dollars),101159,Import
2019 May,Portugal(Thousand Dollars),36246,Import
2019 May,Poland(Thousand Dollars),98604,Import
2019 May,Philippines(Thousand Dollars),759535,Import
2019 May,Peru(Thousand Dollars),1249,Import
2019 May,Paraguay(Thousand Dollars),77,Import
2019 May,Papua New Guinea(Thousand Dollars),23352,Import
2019 May,Panama(Thousand Dollars),325,Import
2019 May,Palau(Thousand Dollars),0,Import
2019 May,Pakistan(Thousand Dollars),7980,Import
2019 May,Other Countries In Oceania(Thousand Dollars),396,Import
2019 May,Other Countries In America(Thousand Dollars),16821,Import
2019 May,Oman(Thousand Dollars),5570,Import
2019 May,Oceania(Million Dollars),889.4,Import
2019 May,Norway(Thousand Dollars),174721,Import
2019 May,Norfolk Island(Thousand Dollars),7,Import
2019 May,Niue(Thousand Dollars),0,Import
2019 May,New Zealand(Thousand Dollars),147838,Import
2019 May,New Caledonia(Thousand Dollars),36,Import
2019 May,Netherlands(Thousand Dollars),510772,Import
2019 May,Netherlands Antilles(Thousand Dollars),45,Import
2019 May,Nepal(Thousand Dollars),156,Import
2019 May,Nauru(Thousand Dollars),36,Import
2019 May,Myanmar(Thousand Dollars),13753,Import
2019 May,Micronesia(Thousand Dollars),0,Import
2019 May,Mexico(Thousand Dollars),323641,Import
2019 May,Malta(Thousand Dollars),19867,Import
2019 May,"Maldives, Republic Of(Thousand Dollars)",62,Import
2019 May,Malaysia(Thousand Dollars),5260793,Import
2019 May,Mainland China(Thousand Dollars),5634955,Import
2019 May,Macau(Thousand Dollars),948,Import
2019 May,Luxembourg(Thousand Dollars),5269,Import
2019 May,Lithuania(Thousand Dollars),7462,Import
2019 May,Liechtenstein(Thousand Dollars),3220,Import
2019 May,Lebanon(Thousand Dollars),46,Import
2019 May,Latvia(Thousand Dollars),3052,Import
2019 May,Laos People's Democratic Republic(Thousand Dollars),857,Import
2019 May,Kuwait(Thousand Dollars),448735,Import
2019 May,Kiribati(Thousand Dollars),0,Import
2019 May,Jordan(Thousand Dollars),3610,Import
2019 May,Japan(Thousand Dollars),1981295,Import
2019 May,Jamaica(Thousand Dollars),117,Import
2019 May,Italy(Thousand Dollars),479798,Import
2019 May,Israel(Thousand Dollars),52915,Import
2019 May,Ireland(Thousand Dollars),79185,Import
2019 May,Iran (Islamic Republic Of)(Thousand Dollars),446,Import
2019 May,Indonesia(Thousand Dollars),1768689,Import
2019 May,India(Thousand Dollars),938917,Import
2019 May,Hungary(Thousand Dollars),31431,Import
2019 May,Hong Kong(Thousand Dollars),249587,Import
2019 May,Honduras(Thousand Dollars),237,Import
2019 May,Guatemala(Thousand Dollars),2663,Import
2019 May,Guam(Thousand Dollars),56,Import
2019 May,Grenada(Thousand Dollars),0,Import
2019 May,Greece(Thousand Dollars),12964,Import
2019 May,"Germany, Federal Republic Of(Thousand Dollars)",1201604,Import
2019 May,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2019 May,French Southern Territories(Thousand Dollars),1,Import
2019 May,French Polynesia(Thousand Dollars),177,Import
2019 May,French Guiana(Thousand Dollars),302,Import
2019 May,France(Thousand Dollars),1692436,Import
2019 May,Finland(Thousand Dollars),41769,Import
2019 May,Fiji(Thousand Dollars),381,Import
2019 May,European Union(Million Dollars),5026.8,Import
2019 May,Europe(Million Dollars),7987.4,Import
2019 May,Estonia(Thousand Dollars),3752,Import
2019 May,Ecuador(Thousand Dollars),2211,Import
2019 May,Denmark(Thousand Dollars),89820,Import
2019 May,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2019 May,Czech Republic(Thousand Dollars),50969,Import
2019 May,Cyprus(Thousand Dollars),522,Import
2019 May,Cook Islands(Thousand Dollars),0,Import
2019 May,Commonwealth Of Independent States(Thousand Dollars),858731,Import
2019 May,Colombia(Thousand Dollars),1459,Import
2019 May,Cocos (Keeling) Islands(Thousand Dollars),4,Import
2019 May,Chile(Thousand Dollars),6371,Import
2019 May,Canada(Thousand Dollars),213262,Import
2019 May,Cambodia(Thousand Dollars),11162,Import
2019 May,Brunei Darussalam(Thousand Dollars),4889,Import
2019 May,Brazil(Thousand Dollars),143115,Import
2019 May,Bermuda(Thousand Dollars),1,Import
2019 May,Belgium(Thousand Dollars),220417,Import
2019 May,Bangladesh(Thousand Dollars),31718,Import
2019 May,Bahrain(Thousand Dollars),1723,Import
2019 May,Bahamas(Thousand Dollars),18,Import
2019 May,Austria(Thousand Dollars),85473,Import
2019 May,Australia(Thousand Dollars),717052,Import
2019 May,Asia(Million Dollars),27541,Import
2019 May,Argentina(Thousand Dollars),5584,Import
2019 May,Anguilla(Thousand Dollars),0,Import
2019 May,America(Million Dollars),5797.3,Import
2019 May,Africa(Million Dollars),422.5,Import
2019 May,Afghanistan(Thousand Dollars),15,Import
2019 Nov,Yemen(Thousand Dollars),365,Import
2019 Nov,Yemen Democratic(Thousand Dollars),0,Import
2019 Nov,Wallis & Fatuna Islands(Thousand Dollars),0,Import
2019 Nov,"Vietnam, Socialist Republic Of(Thousand Dollars)",385030,Import
2019 Nov,Venezuela(Thousand Dollars),145,Import
2019 Nov,Uruguay(Thousand Dollars),2908,Import
2019 Nov,United States(Thousand Dollars),5428504,Import
2019 Nov,United Kingdom(Thousand Dollars),1057533,Import
2019 Nov,United Arab Emirates(Thousand Dollars),1714638,Import
2019 Nov,Tuvalu(Thousand Dollars),7,Import
2019 Nov,Trinidad & Tobago(Thousand Dollars),69,Import
2019 Nov,Total Merchandise Imports(Thousand Dollars),42489886,Import
2019 Nov,Thailand(Thousand Dollars),743020,Import
2019 Nov,Taiwan(Thousand Dollars),3674156,Import
2019 Nov,Syrian Arab Republic(Thousand Dollars),1,Import
2019 Nov,Switzerland(Thousand Dollars),793768,Import
2019 Nov,Sweden(Thousand Dollars),100731,Import
2019 Nov,St Vincent & The Grenadines(Thousand Dollars),26,Import
2019 Nov,Sri Lanka(Thousand Dollars),8970,Import
2019 Nov,Spain(Thousand Dollars),146304,Import
2019 Nov,South Sudan(Thousand Dollars),0,Import
2019 Nov,Solomon Islands(Thousand Dollars),145,Import
2019 Nov,Slovenia(Thousand Dollars),4382,Import
2019 Nov,Slovak Republic (Slovakia)(Thousand Dollars),8252,Import
2019 Nov,Saudi Arabia(Thousand Dollars),1128559,Import
2019 Nov,Republic Of Korea(Thousand Dollars),1445333,Import
2019 Nov,Qatar(Thousand Dollars),721958,Import
2019 Nov,Puerto Rico(Thousand Dollars),7553,Import
2019 Nov,Portugal(Thousand Dollars),40650,Import
2019 Nov,Poland(Thousand Dollars),53554,Import
2019 Nov,Philippines(Thousand Dollars),747740,Import
2019 Nov,Peru(Thousand Dollars),4123,Import
2019 Nov,Paraguay(Thousand Dollars),164,Import
2019 Nov,Papua New Guinea(Thousand Dollars),1976,Import
2019 Nov,Panama(Thousand Dollars),359,Import
2019 Nov,Palau(Thousand Dollars),0,Import
2019 Nov,Pakistan(Thousand Dollars),8610,Import
2019 Nov,Other Countries In Oceania(Thousand Dollars),1431,Import
2019 Nov,Other Countries In America(Thousand Dollars),33494,Import
2019 Nov,Oman(Thousand Dollars),3814,Import
2019 Nov,Oceania(Million Dollars),841.1,Import
2019 Nov,Norway(Thousand Dollars),71804,Import
2019 Nov,Norfolk Island(Thousand Dollars),238,Import
2019 Nov,Niue(Thousand Dollars),0,Import
2019 Nov,New Zealand(Thousand Dollars),107782,Import
2019 Nov,New Caledonia(Thousand Dollars),15,Import
2019 Nov,Netherlands(Thousand Dollars),382026,Import
2019 Nov,Netherlands Antilles(Thousand Dollars),131,Import
2019 Nov,Nepal(Thousand Dollars),282,Import
2019 Nov,Nauru(Thousand Dollars),4,Import
2019 Nov,Myanmar(Thousand Dollars),11642,Import
2019 Nov,Micronesia(Thousand Dollars),8,Import
2019 Nov,Mexico(Thousand Dollars),267058,Import
2019 Nov,Malta(Thousand Dollars),20589,Import
2019 Nov,"Maldives, Republic Of(Thousand Dollars)",53,Import
2019 Nov,Malaysia(Thousand Dollars),4764941,Import
2019 Nov,Mainland China(Thousand Dollars),6389373,Import
2019 Nov,Macau(Thousand Dollars),1150,Import
2019 Nov,Luxembourg(Thousand Dollars),70742,Import
2019 Nov,Lithuania(Thousand Dollars),10114,Import
2019 Nov,Liechtenstein(Thousand Dollars),2708,Import
2019 Nov,Lebanon(Thousand Dollars),402,Import
2019 Nov,Latvia(Thousand Dollars),2367,Import
2019 Nov,Laos People's Democratic Republic(Thousand Dollars),1438,Import
2019 Nov,Kuwait(Thousand Dollars),439064,Import
2019 Nov,Kiribati(Thousand Dollars),1,Import
2019 Nov,Jordan(Thousand Dollars),1515,Import
2019 Nov,Japan(Thousand Dollars),2220738,Import
2019 Nov,Jamaica(Thousand Dollars),45,Import
2019 Nov,Italy(Thousand Dollars),544113,Import
2019 Nov,Israel(Thousand Dollars),102312,Import
2019 Nov,Ireland(Thousand Dollars),111909,Import
2019 Nov,Iran (Islamic Republic Of)(Thousand Dollars),357,Import
2019 Nov,Indonesia(Thousand Dollars),1708391,Import
2019 Nov,India(Thousand Dollars),552550,Import
2019 Nov,Hungary(Thousand Dollars),32852,Import
2019 Nov,Hong Kong(Thousand Dollars),501728,Import
2019 Nov,Honduras(Thousand Dollars),365,Import
2019 Nov,Guatemala(Thousand Dollars),478,Import
2019 Nov,Guam(Thousand Dollars),65,Import
2019 Nov,Grenada(Thousand Dollars),5,Import
2019 Nov,Greece(Thousand Dollars),14507,Import
2019 Nov,"Germany, Federal Republic Of(Thousand Dollars)",1076037,Import
2019 Nov,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2019 Nov,French Southern Territories(Thousand Dollars),0,Import
2019 Nov,French Polynesia(Thousand Dollars),107,Import
2019 Nov,French Guiana(Thousand Dollars),68,Import
2019 Nov,France(Thousand Dollars),1607039,Import
2019 Nov,Finland(Thousand Dollars),31802,Import
2019 Nov,Fiji(Thousand Dollars),261,Import
2019 Nov,European Union(Million Dollars),4618.5,Import
2019 Nov,Europe(Million Dollars),6827.1,Import
2019 Nov,Estonia(Thousand Dollars),24256,Import
2019 Nov,Ecuador(Thousand Dollars),2535,Import
2019 Nov,Denmark(Thousand Dollars),53664,Import
2019 Nov,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2019 Nov,Czech Republic(Thousand Dollars),68908,Import
2019 Nov,Cyprus(Thousand Dollars),1434,Import
2019 Nov,Cook Islands(Thousand Dollars),20,Import
2019 Nov,Commonwealth Of Independent States(Thousand Dollars),296042,Import
2019 Nov,Colombia(Thousand Dollars),1422,Import
2019 Nov,Cocos (Keeling) Islands(Thousand Dollars),0,Import
2019 Nov,Chile(Thousand Dollars),3932,Import
2019 Nov,Canada(Thousand Dollars),275439,Import
2019 Nov,Cambodia(Thousand Dollars),61915,Import
2019 Nov,Brunei Darussalam(Thousand Dollars),89518,Import
2019 Nov,Brazil(Thousand Dollars),240523,Import
2019 Nov,Bermuda(Thousand Dollars),0,Import
2019 Nov,Belgium(Thousand Dollars),112197,Import
2019 Nov,Bangladesh(Thousand Dollars),23386,Import
2019 Nov,Bahrain(Thousand Dollars),36875,Import
2019 Nov,Bahamas(Thousand Dollars),1,Import
2019 Nov,Austria(Thousand Dollars),73539,Import
2019 Nov,Australia(Thousand Dollars),729706,Import
2019 Nov,Asia(Million Dollars),27905,Import
2019 Nov,Argentina(Thousand Dollars),5503,Import
2019 Nov,Anguilla(Thousand Dollars),12,Import
2019 Nov,America(Million Dollars),6274.7,Import
2019 Nov,Africa(Million Dollars),642,Import
2019 Nov,Afghanistan(Thousand Dollars),75,Import
2019 Oct,Yemen(Thousand Dollars),824,Import
2019 Oct,Yemen Democratic(Thousand Dollars),0,Import
2019 Oct,Wallis & Fatuna Islands(Thousand Dollars),0,Import
2019 Oct,"Vietnam, Socialist Republic Of(Thousand Dollars)",361427,Import
2019 Oct,Venezuela(Thousand Dollars),57,Import
2019 Oct,Uruguay(Thousand Dollars),5447,Import
2019 Oct,United States(Thousand Dollars),4850058,Import
2019 Oct,United Kingdom(Thousand Dollars),1028921,Import
2019 Oct,United Arab Emirates(Thousand Dollars),1264344,Import
2019 Oct,Tuvalu(Thousand Dollars),1,Import
2019 Oct,Trinidad & Tobago(Thousand Dollars),40737,Import
2019 Oct,Total Merchandise Imports(Thousand Dollars),42282537,Import
2019 Oct,Thailand(Thousand Dollars),872644,Import
2019 Oct,Taiwan(Thousand Dollars),4397039,Import
2019 Oct,Syrian Arab Republic(Thousand Dollars),0,Import
2019 Oct,Switzerland(Thousand Dollars),680366,Import
2019 Oct,Sweden(Thousand Dollars),129260,Import
2019 Oct,St Vincent & The Grenadines(Thousand Dollars),0,Import
2019 Oct,Sri Lanka(Thousand Dollars),8197,Import
2019 Oct,Spain(Thousand Dollars),144830,Import
2019 Oct,South Sudan(Thousand Dollars),0,Import
2019 Oct,Solomon Islands(Thousand Dollars),0,Import
2019 Oct,Slovenia(Thousand Dollars),6058,Import
2019 Oct,Slovak Republic (Slovakia)(Thousand Dollars),9474,Import
2019 Oct,Saudi Arabia(Thousand Dollars),844083,Import
2019 Oct,Republic Of Korea(Thousand Dollars),1688766,Import
2019 Oct,Qatar(Thousand Dollars),503999,Import
2019 Oct,Puerto Rico(Thousand Dollars),11598,Import
2019 Oct,Portugal(Thousand Dollars),33636,Import
2019 Oct,Poland(Thousand Dollars),52385,Import
2019 Oct,Philippines(Thousand Dollars),715163,Import
2019 Oct,Peru(Thousand Dollars),3006,Import
2019 Oct,Paraguay(Thousand Dollars),115,Import
2019 Oct,Papua New Guinea(Thousand Dollars),2988,Import
2019 Oct,Panama(Thousand Dollars),941,Import
2019 Oct,Palau(Thousand Dollars),0,Import
2019 Oct,Pakistan(Thousand Dollars),9508,Import
2019 Oct,Other Countries In Oceania(Thousand Dollars),6539,Import
2019 Oct,Other Countries In America(Thousand Dollars),35986,Import
2019 Oct,Oman(Thousand Dollars),28259,Import
2019 Oct,Oceania(Million Dollars),941.8,Import
2019 Oct,Norway(Thousand Dollars),127703,Import
2019 Oct,Norfolk Island(Thousand Dollars),44,Import
2019 Oct,Niue(Thousand Dollars),1,Import
2019 Oct,New Zealand(Thousand Dollars),127553,Import
2019 Oct,New Caledonia(Thousand Dollars),6,Import
2019 Oct,Netherlands(Thousand Dollars),248639,Import
2019 Oct,Netherlands Antilles(Thousand Dollars),30,Import
2019 Oct,Nepal(Thousand Dollars),454,Import
2019 Oct,Nauru(Thousand Dollars),11,Import
2019 Oct,Myanmar(Thousand Dollars),31533,Import
2019 Oct,Micronesia(Thousand Dollars),2,Import
2019 Oct,Mexico(Thousand Dollars),279205,Import
2019 Oct,Malta(Thousand Dollars),25075,Import
2019 Oct,"Maldives, Republic Of(Thousand Dollars)",73,Import
2019 Oct,Malaysia(Thousand Dollars),4982014,Import
2019 Oct,Mainland China(Thousand Dollars),6125550,Import
2019 Oct,Macau(Thousand Dollars),2892,Import
